,name,longitude,latitude,temp_min,temp_max,humidity,wind,cloudiness,sunrise,sunset
288,Licheng,113.8284,23.2955,66.13,66.13,86,6.08,95,1634768645,1634810058
289,Trivandrum,76.9167,8.4833,78.78,78.78,94,2.3,40,1634776791,1634819627
290,Erenhot,111.9767,43.6475,34.81,34.81,54,9.37,1,1634770392,1634809199
291,Marawi,124.2928,7.9986,71.65,71.65,85,2.51,99,1634765398,1634808282
292,Ubari,12.7805,26.5921,70.77,70.77,41,7.2,100,1634793081,1634834118
293,Esperance,121.9,-33.8667,62.44,62.44,65,19.08,8,1634763829,1634811000
294,Chiang Rai,99.9167,19.9167,75.13,75.18,94,0.0,40,1634771813,1634813566
295,Bethanien,17.1583,-26.502,65.5,65.5,23,2.46,29,1634789418,1634835681
296,Hāgere Hiywet,37.85,8.9833,50.85,50.85,63,5.26,15,1634786190,1634828977
297,Mbour,-16.9638,14.422,79.65,80.69,55,2.59,19,1634799602,1634841874
298,Koumac,164.2833,-20.5667,68.7,68.7,88,1.61,100,1634754459,1634800027
299,Aasiaat,-52.8699,68.7098,24.66,24.66,84,5.86,100,1634727525,1634758403
300,Rovaniemi,25.7167,66.5,29.61,29.61,93,14.97,90,1634794543,1634826448
301,Węgorzewo,21.7372,54.2157,59.14,59.14,59,16.75,100,1634793155,1634829746
302,Lavrentiya,-171.0,65.5833,32.76,32.76,99,4.25,100,1634841609,1634873796
303,Fukuechō,128.8419,32.6881,55.76,55.76,100,1.14,90,1634765567,1634805929
304,Fonte Boa,-66.2662,-2.4959,74.07,74.07,98,1.92,98,1634724265,1634768092
305,Nouadhibou,-17.0347,20.931,76.98,76.98,47,13.8,0,1634799940,1634841570
306,Salalah,54.0924,17.0151,77.09,77.09,78,1.14,40,1634782670,1634824702
307,Carlsbad,-117.3506,33.1581,60.84,76.19,71,3.0,1,1634738267,1634778608
308,Saint Anthony,-93.218,45.0205,48.34,55.54,92,1.01,90,1634733321,1634771972
309,Pisco,-76.2167,-13.7,62.02,62.65,82,16.11,0,1634726137,1634770996
310,Prince Rupert,-130.3201,54.3161,48.29,49.69,91,9.22,90,1634743194,1634779905
311,Santa Marta,-74.199,11.2408,80.78,80.78,82,9.75,46,1634726781,1634769383
312,Arenillas,-2.8462,41.3471,53.82,53.82,76,10.85,29,1634797789,1634836911
313,Vao,167.4833,-22.6667,70.68,70.68,93,17.09,100,1634753579,1634799372
314,Swellendam,20.4417,-34.0226,62.65,62.65,69,3.11,78,1634788148,1634835375
315,Grafenau,13.3974,48.8577,45.88,55.98,81,2.51,75,1634794550,1634832354
316,Zasechnoye,45.0764,53.1092,35.67,35.67,39,13.76,100,1634787408,1634824291
317,Nanortalik,-45.2371,60.1432,36.88,36.88,59,6.11,0,1634723604,1634758660
318,Prata,-48.9242,-19.3072,70.47,70.47,64,3.67,7,1634719312,1634764722
319,Ponta Delgada,-25.6667,37.7333,61.52,61.52,82,5.75,20,1634803003,1634842650
320,Grindavik,-22.4338,63.8424,39.9,43.27,81,23.02,75,1634805433,1634838668
321,Yerbogachën,108.0108,61.2767,34.77,34.77,90,9.71,100,1634773521,1634807973
322,Bagdarin,113.6,54.4333,26.82,26.82,78,2.98,61,1634771106,1634807706
323,Namtsy,129.6658,62.7161,17.71,17.71,90,4.09,93,1634768604,1634802497
324,Silleda,-8.2465,42.696,49.3,56.48,93,2.42,96,1634799193,1634838099
325,Te Anau,167.7167,-45.4167,50.22,50.22,69,3.69,67,1634751898,1634800941
326,Tazovsky,78.7,67.4667,28.94,28.94,90,4.5,100,1634782087,1634813475
327,Hambantota,81.1185,6.1241,75.54,75.54,100,3.44,20,1634775675,1634818726
328,Bodden Town,-81.25,19.2833,80.98,84.2,81,1.99,20,1634728851,1634770698
329,Hasaki,140.8333,35.7333,57.49,59.29,53,14.29,98,1634762881,1634802861
330,Ürümqi,87.6005,43.801,41.95,41.95,49,4.47,0,1634776260,1634815030
331,Bariloche,-71.3082,-41.1456,53.35,53.35,66,14.97,40,1634723283,1634771494
332,Channel-Port aux Basques,-59.1367,47.5702,50.18,50.18,83,19.51,100,1634725360,1634763575
333,Sangre Grande,-61.1177,10.5835,77.9,78.76,89,7.99,72,1634723612,1634766274
334,Cochrane,-114.4687,51.1834,43.65,47.43,56,9.22,75,1634739018,1634776474
335,Maţāy,30.7792,28.419,66.9,66.9,66,13.71,23,1634788862,1634829699
336,Saint-Augustin,-58.6502,51.226,45.1,45.1,85,13.96,100,1634725610,1634763092
337,Viseu,-7.9097,40.661,53.85,53.85,98,1.92,26,1634798952,1634838178
338,Vrbno pod Pradědem,17.3832,50.1209,49.08,52.9,78,12.44,100,1634793723,1634831268
339,Oranjemund,16.4333,-28.55,58.08,58.08,81,6.13,40,1634789468,1634835979
340,Gua Musang,101.9644,4.8823,73.08,73.08,97,0.56,100,1634770616,1634813780
341,Faya,42.4509,18.3851,55.92,60.91,29,6.64,3,1634785532,1634827428
342,Kiryat Gat,34.7642,31.61,63.79,68.68,100,3.04,49,1634788092,1634828556
343,Doha,51.5333,25.2867,77.31,84.18,63,11.5,0,1634783706,1634824895
344,Ják,16.5815,47.1425,52.14,56.19,79,14.0,82,1634793617,1634831758
345,Sulangan,123.7228,11.1373,82.87,82.87,77,9.24,95,1634765679,1634808275
346,Solnechnyy,136.6319,50.7214,29.95,29.95,61,3.76,24,1634765135,1634802623
347,Bemidji,-94.8803,47.4736,35.15,43.09,68,16.11,90,1634733939,1634772152
348,Malakanagiri,81.9,18.35,72.5,72.5,92,2.06,58,1634776060,1634817966
349,General Roca,-67.5833,-39.0333,73.8,77.63,17,25.1,12,1634722561,1634770428
350,Krasnyy Kut,46.9667,50.95,33.15,33.15,83,8.03,62,1634786705,1634824088
351,Chardara,67.9692,41.2547,57.94,57.94,61,3.78,29,1634780772,1634819940
352,Caceres,-6.3748,39.522,56.8,56.8,79,5.61,1,1634798498,1634837895
353,Puerto Baquerizo Moreno,-89.6,-0.9,70.05,70.05,86,9.98,98,1634729935,1634773621
354,Lucea,-78.1736,18.451,78.66,79.86,80,11.36,100,1634728072,1634770000
355,Umm Kaddadah,26.6876,13.6017,86.27,86.27,15,21.99,89,1634789085,1634831440
356,Kumul,93.45,42.8,54.77,54.77,20,8.59,99,1634774773,1634813709
357,Ketchikan,-131.6461,55.3422,50.47,50.47,87,14.97,90,1634743646,1634780090
358,Two Hills,-111.7518,53.7169,44.96,50.88,29,17.27,4,1634738658,1634775530
359,Batouri,14.3667,4.4333,67.28,67.28,99,2.04,90,1634791618,1634834820
360,Toamasina,49.3833,-18.1667,68.0,68.0,94,1.14,40,1634782148,1634827485
361,Palmer,-72.3287,42.1584,53.55,64.0,76,3.98,65,1634728071,1634767196
362,Maniitsoq,-52.9,65.4167,32.68,32.68,69,13.42,8,1634726556,1634759386
363,Olafsvik,-23.7142,64.8945,43.23,43.23,75,22.79,94,1634805998,1634838717
364,Nelson Bay,152.15,-32.7167,67.28,70.95,75,3.0,77,1634756652,1634803657
365,Avera,-82.5271,33.194,59.45,64.69,53,4.79,70,1634729907,1634770255
366,Qandala,49.8728,11.472,79.16,79.16,43,1.34,54,1634783420,1634825978
367,Zhigalovo,105.1578,54.8097,27.27,27.27,94,2.75,15,1634773184,1634809680
368,Skagen,10.5839,57.7209,53.28,53.28,80,21.81,99,1634796331,1634831924
369,Cayenne,-52.3333,4.9333,80.64,83.08,80,3.0,20,1634721251,1634764419
370,Tūkrah,20.5791,32.5341,66.51,66.51,75,9.28,18,1634791555,1634831902
371,San Patricio,-97.5169,28.017,75.92,81.01,69,8.32,72,1634733206,1634774149
372,Aykhal,111.5,66.0,34.88,34.88,98,19.73,100,1634773764,1634806056
373,Opuwo,13.84,-18.0607,64.49,64.49,44,1.32,10,1634790680,1634836012
374,Ponta do Sol,-17.1,32.6667,70.12,74.03,77,6.85,100,1634800611,1634840930
375,Cabra,-4.4421,37.4725,54.7,69.91,49,2.37,23,1634797887,1634837579
376,Gimli,-96.9907,50.6336,36.43,39.22,70,12.66,5,1634734760,1634772344
377,Sarāhan,77.8,31.5167,51.89,51.89,45,6.6,0,1634777753,1634818241
378,Bavly,53.2602,54.393,32.11,32.11,79,10.45,81,1634785602,1634822169
379,Kahului,-156.47,20.8947,79.68,85.26,66,14.97,20,1634746988,1634788663
380,Tual,132.75,-5.6667,82.47,82.47,78,3.89,99,1634762750,1634806870
381,Araouane,-3.5265,18.9048,73.96,73.96,25,11.43,29,1634796595,1634838432
382,Phalodi,72.3667,27.1333,76.23,76.23,43,10.85,0,1634778805,1634819797
383,Zapolyarnyy,30.8136,69.4154,27.68,27.68,94,23.38,100,1634794289,1634824256
384,Khovu-Aksy,93.6,51.1333,28.56,28.56,70,4.76,4,1634775520,1634812891
385,Egvekinot,-179.1667,66.3167,22.46,22.46,86,5.91,100,1634843782,1634875543
386,Yarovoy,78.58,52.9273,45.48,45.48,46,8.63,100,1634779335,1634816284
387,Chieri,7.8223,45.014,50.76,57.51,83,2.1,98,1634795528,1634834052
388,Gushikawa,127.8686,26.3544,74.43,75.2,83,0.0,90,1634765436,1634806527
389,Rocha,-54.3333,-34.4833,51.53,51.53,89,6.51,20,1634719718,1634766912
390,Usinsk,57.5281,65.9939,27.48,27.48,91,9.1,82,1634786746,1634818977
391,Vilyuysk,121.6247,63.7553,26.4,26.4,92,6.42,92,1634770766,1634804194
392,Great Falls,-111.3008,47.5002,58.39,62.92,34,3.0,1,1634737886,1634776085
393,Puerto del Rosario,-13.8627,28.5004,69.48,71.35,83,14.97,40,1634799586,1634840402
394,Yar-Sale,70.8333,66.8333,28.09,28.09,86,6.51,69,1634783786,1634815552
395,Prainha,-53.48,-1.8,81.46,81.46,69,2.37,82,1634721228,1634764993
396,Chapais,-74.8492,49.7834,38.98,38.98,96,8.14,100,1634729351,1634767126
397,Cap Malheureux,57.6142,-19.9842,72.09,72.46,77,5.01,45,1634780078,1634825604
398,Tautira,-149.15,-17.7333,75.0,75.22,78,14.09,88,1634743435,1634788702
399,Sokolo,-6.1219,14.7328,81.3,81.3,35,7.2,83,1634797014,1634839258
400,Mikhaylovskoye,79.7172,51.8239,43.56,43.56,51,8.05,89,1634778933,1634816141
401,Panguna,155.4848,-6.3164,81.18,81.18,66,1.36,97,1634757265,1634801444
402,Elizabeth City,-76.2511,36.2946,57.22,66.02,76,3.44,1,1634728596,1634768554
403,Kiknur,47.2011,57.3034,31.1,31.1,77,13.49,100,1634787465,1634823215
404,Kishtwār,75.7667,33.3167,52.18,52.18,42,4.85,0,1634778351,1634818619
405,Hofn,-15.2082,64.2539,34.57,34.57,56,9.73,11,1634803793,1634836840
406,Morondava,44.2833,-20.2833,72.99,72.99,84,12.12,2,1634783260,1634828820
407,Alice Springs,133.8833,-23.7,80.15,80.15,26,10.36,0,1634761582,1634807495
408,Belyy Yar,91.3903,53.6039,17.49,17.49,93,0.0,40,1634776339,1634813132
409,Caravelas,-39.2481,-17.7125,71.22,71.22,90,15.39,100,1634717072,1634762318
410,Baloda Bāzār,82.1667,21.6667,69.49,69.49,75,3.53,50,1634776162,1634817736
411,Vryheid,30.7917,-27.7695,52.54,52.54,70,3.47,6,1634786072,1634832483
412,Los Llanos de Aridane,-17.9182,28.6585,69.55,69.55,83,11.5,0,1634800569,1634841365
413,Antofagasta,-70.4,-23.65,58.28,58.28,79,6.78,18,1634724234,1634770108
414,Caramay,119.236,10.1815,81.86,81.86,71,3.47,90,1634766712,1634809395
415,Homer,-151.5483,59.6425,42.69,44.76,83,5.75,90,1634749077,1634784211
416,Berlevåg,29.0864,70.8578,34.36,34.36,62,25.59,100,1634795307,1634824066
417,Caraballeda,-66.8522,10.6112,80.67,80.67,78,2.3,40,1634724989,1634767649
418,Requena,-1.1004,39.4883,54.18,57.7,57,5.1,100,1634797229,1634836633
419,Mangai,19.5333,-4.05,68.67,68.67,100,1.97,96,1634789991,1634833968
420,Astoria,-123.8313,46.1879,53.85,57.15,83,1.01,90,1634740777,1634779209
421,Sept-Îles,-66.3821,50.2001,46.92,50.05,88,1.01,75,1634727360,1634765053
422,Myaundzha,147.1858,63.0494,-6.86,-6.86,89,2.1,35,1634764462,1634798231
423,Whyalla,137.5833,-33.0333,69.69,69.69,52,6.91,29,1634760124,1634807177
424,Bonga,36.2333,7.2833,58.78,58.78,76,2.19,97,1634786500,1634829443
425,Beringovskiy,179.3167,63.05,18.54,18.54,74,4.76,55,1634756735,1634790536
426,Anadyr,177.4833,64.75,23.5,23.5,93,13.42,90,1634757567,1634790584
427,Bonnyville,-110.735,54.2668,45.23,46.2,28,13.67,3,1634738481,1634775219
428,Diego de Almagro,-70.05,-26.3667,61.2,61.2,29,3.18,0,1634723997,1634770176
429,Sovetskiy,63.5842,61.3614,28.78,28.78,85,4.41,92,1634784220,1634818597
430,Campoverde,-74.8058,-8.4753,78.49,78.49,91,1.34,83,1634726044,1634770412
431,Gemeente Wageningen,5.6667,51.9667,53.82,59.14,92,10.36,75,1634796743,1634833871
432,Beisfjord,17.5988,68.3751,30.25,31.96,85,9.15,100,1634797090,1634827797
433,Geraldton,114.6,-28.7667,66.13,66.61,68,13.8,40,1634765911,1634812421
434,Kloulklubed,134.2556,7.0419,82.9,82.9,72,4.09,84,1634762964,1634805934
435,Kastamonu Province,33.6667,41.5,37.62,37.62,91,1.34,0,1634789030,1634828145
436,Huarmey,-78.1522,-10.0681,65.21,65.21,84,10.63,83,1634726773,1634771289
437,Port Elizabeth,25.5701,-33.918,59.29,59.29,100,4.61,0,1634786925,1634834136
438,Barra de Tecoanapa,-98.75,16.5167,81.28,81.28,80,5.17,84,1634732919,1634775029
439,Orán,-64.326,-23.1322,77.38,77.43,36,1.61,4,1634722805,1634768621
440,La Palma,-118.0467,33.8464,60.35,80.49,61,5.99,40,1634738477,1634778732
441,Fare,-151.0167,-16.7,79.21,79.21,78,10.49,13,1634743935,1634789098
442,Gondanglegi,112.0132,-7.7479,82.17,82.17,69,10.33,100,1634767630,1634811943
443,Hay River,-115.7999,60.8156,44.56,44.58,57,8.05,40,1634740689,1634775441
444,Sobolevo,31.8996,54.4299,48.6,48.6,80,17.11,100,1634790741,1634827283
445,Nautla,-96.7833,20.2167,78.62,78.62,82,3.4,34,1634732625,1634774379
446,Mackay,149.2,-21.15,81.68,84.18,61,17.27,90,1634758047,1634803679
447,Roald,6.1333,62.5833,41.0,44.17,87,10.36,75,1634798282,1634832108
448,Port Lincoln,135.8667,-34.7333,65.16,65.16,65,12.21,59,1634760419,1634807706
449,Monroe,-77.6831,43.1501,55.27,61.95,72,5.75,75,1634729435,1634768402
450,Petropavlovsk-Kamchatskiy,158.6483,53.0452,32.59,32.59,37,17.9,0,1634760108,1634797083
451,Itamaraju,-39.5311,-17.0392,68.79,68.79,96,7.58,100,1634717173,1634762353
452,Magnitka,59.6961,55.3475,28.6,28.6,93,10.96,100,1634784182,1634820501
453,Mushie,16.9,-3.0167,70.99,70.99,98,2.19,100,1634790671,1634834552
454,Ancud,-73.8203,-41.8697,51.33,51.42,90,9.24,100,1634723824,1634772159
455,Moose Factory,-80.6094,51.2585,37.38,37.4,65,6.91,90,1634730890,1634768351
456,Mogadishu,45.3438,2.0371,78.39,78.39,82,11.45,81,1634784075,1634827496
457,Batasan,120.7833,12.7667,81.75,81.75,73,1.97,69,1634766460,1634808904
458,Vestmannaeyjar,-20.2734,63.4427,41.61,41.61,72,20.15,100,1634804821,1634838243
459,Henties Bay,14.2845,-22.116,59.86,59.86,95,10.4,46,1634790357,1634836121
460,Longyearbyen,15.6401,78.2186,12.04,12.04,67,2.3,0,1634804977,1634820850
461,Sembakung,117.25,3.8167,82.33,82.33,87,2.71,75,1634766899,1634810161
462,Atar,-13.0499,20.5169,81.7,81.7,17,10.22,2,1634798962,1634840635
463,Lazarev,141.5131,52.225,32.09,32.09,62,6.13,10,1634764130,1634801285
464,Tambun,107.0712,-6.2641,78.84,84.49,94,0.0,20,1634768884,1634813061
465,Teahupoo,-149.2667,-17.8333,69.53,69.76,79,13.82,88,1634743458,1634788735
466,Omsukchan,155.8,62.5333,-0.36,-0.36,87,3.8,34,1634762281,1634796277
467,Yulin,110.15,22.6333,64.27,64.27,94,8.1,100,1634769494,1634810974
468,Damara,18.7035,4.9608,70.02,70.02,97,2.82,100,1634790602,1634833756
469,Krasnogvardeyskoye,41.5186,45.8456,35.47,35.47,51,5.95,39,1634787507,1634825900
470,Kaeo,173.7833,-35.1,60.33,60.33,97,8.3,100,1634751301,1634798626
471,Arlit,7.3853,18.7369,86.67,86.67,12,8.7,43,1634793967,1634835822
472,Vilhena,-60.1458,-12.7406,75.88,75.88,70,2.48,84,1634722327,1634767093
473,Pochutla,-96.4661,15.7432,76.05,77.83,89,1.05,95,1634732334,1634774517
474,Cuiluan,128.648,47.72,34.41,34.41,61,2.98,30,1634766749,1634804841
475,Tierralta,-76.0592,8.1736,76.46,76.46,91,4.16,45,1634727089,1634769968
476,Namatanai,152.4333,-3.6667,82.76,82.76,75,5.53,99,1634758119,1634802055
477,Palembang,104.7458,-2.9167,77.09,77.09,94,9.22,40,1634769596,1634813466
478,Talnakh,88.3972,69.4865,23.85,23.85,95,13.56,99,1634780456,1634810452
479,Ballina,153.5667,-28.8667,64.36,68.77,88,5.75,90,1634756559,1634803071
480,Ugoofaaru,73.0,5.6667,81.77,81.77,70,10.85,86,1634777603,1634820695
481,Lālmohan,90.7419,22.3384,78.28,78.28,90,9.13,100,1634774138,1634815645
482,Cotonou,2.4183,6.3654,82.38,82.38,83,10.36,40,1634794574,1634837599
483,Eberbach,8.9928,49.4694,55.89,60.58,95,14.79,100,1634795671,1634833347
484,Dakar,-17.4441,14.6937,79.68,80.73,89,6.91,0,1634799730,1634841976
485,Bowen,148.2333,-20.0167,84.42,84.42,73,12.39,59,1634758339,1634803851
486,Omboué,9.2618,-1.5746,76.39,76.39,88,5.95,100,1634792570,1634836319
487,Mirny,113.9611,62.5353,35.69,35.69,97,11.05,100,1634772342,1634806296
488,Cavalcante,-47.4583,-13.7975,77.13,77.13,56,0.56,86,1634719233,1634764098
489,Pau Brasil,-39.6511,-15.4642,71.89,71.89,99,0.81,96,1634717279,1634762304
490,Chimbote,-78.5783,-9.0853,63.07,63.07,88,8.48,54,1634726921,1634771346
491,Kvarkeno,59.725,52.0833,34.16,34.16,71,14.47,99,1634783767,1634820902
492,Kayerkan,87.7602,69.3497,22.98,22.98,94,17.27,99,1634780557,1634810657
493,Dingle,122.6711,10.9995,81.1,81.1,85,6.2,84,1634765925,1634808533
494,Ayan,138.1667,56.45,36.9,36.9,58,8.3,99,1634765475,1634801546
495,Knysna,23.0471,-34.0363,59.38,59.38,51,4.47,87,1634787522,1634834750
496,Kargil,76.1,34.5667,37.74,37.74,49,2.84,0,1634778350,1634818459
497,Fort Nelson,-122.7002,58.8053,36.99,36.99,75,5.75,1,1634742003,1634777440
498,Wattegama,81.4808,6.7989,74.32,74.32,93,2.64,88,1634775619,1634818609
499,Camacha,-16.3333,33.0833,69.22,70.56,78,9.22,20,1634800453,1634840720
500,Nizwá,57.5333,22.9333,73.62,73.62,61,0.34,53,1634782141,1634823580
501,Manaure,-72.4445,11.7751,84.83,84.83,70,13.31,42,1634726385,1634768938
502,Clyde River,-68.5914,70.4692,24.84,24.84,90,7.81,100,1634731978,1634761496
503,Kasane,25.15,-17.8167,69.46,69.46,52,4.97,80,1634787979,1634833284
504,Excelsior Springs,-94.2261,39.3392,56.28,62.56,62,3.44,1,1634733121,1634772656
505,Alta Floresta,-56.0861,-9.8756,75.7,75.7,74,2.84,17,1634721488,1634765984
506,Montepuez,38.9997,-13.1256,70.45,70.45,77,6.71,57,1634784892,1634829724
507,Ilebo,20.5833,-4.3167,69.55,69.55,100,1.74,67,1634789727,1634833728
508,Jacinto City,-95.2338,29.7675,74.44,82.56,78,5.75,75,1634732756,1634773504
509,Ariquemes,-63.0408,-9.9133,79.57,79.57,74,1.07,93,1634723155,1634767655
510,Mossamedes,12.1522,-15.1961,65.68,65.68,89,11.21,46,1634791231,1634836271
511,Nioro,-15.75,13.35,75.7,75.7,81,5.14,35,1634799259,1634841634
512,Chagoda,35.3285,59.164,45.81,45.81,97,15.28,100,1634790616,1634825762
513,Moroto,34.6666,2.5345,69.49,69.49,61,10.0,69,1634786660,1634830035
514,Mpika,31.4529,-11.8343,58.98,58.98,87,5.44,95,1634786765,1634831473
515,Rey Bouba,14.1786,8.6724,72.46,72.46,96,5.53,100,1634791858,1634834671
516,Praia da Vitória,-27.0667,38.7333,62.85,64.76,94,3.0,40,1634803410,1634842914
517,Metro,105.3067,-5.1131,77.99,77.99,84,4.74,95,1634769361,1634813431
518,Tianpeng,103.9393,30.9866,55.87,57.63,90,4.25,100,1634771445,1634812004
519,Saint-François,3.9054,46.4154,60.24,60.67,90,9.22,90,1634796595,1634834865
520,Balikpapan,116.8289,-1.2675,80.01,80.01,77,3.18,68,1634766771,1634810491
521,Khani,42.9566,41.9563,38.77,38.77,86,4.41,41,1634786835,1634825882
522,Dudinka,86.1778,69.4058,22.91,22.91,90,13.47,100,1634780959,1634811014
523,Manta,-80.7333,-0.95,74.98,74.98,83,8.05,90,1634727805,1634771495
524,Kasongo-Lunda,16.8167,-6.4667,70.14,70.14,99,0.31,100,1634790531,1634834731
525,Manokwari,134.0833,-0.8667,83.07,83.07,69,5.06,89,1634762649,1634806332
526,Mugan,101.3842,35.9404,35.73,35.73,86,2.46,74,1634772368,1634812307
527,Kysyl-Syr,122.7617,63.8986,23.09,23.09,97,4.85,90,1634770526,1634803889
528,Anzio,12.6179,41.4853,51.13,59.31,72,7.87,59,1634794085,1634833193
529,Sinnamary,-52.95,5.3833,80.02,80.02,81,10.11,30,1634721419,1634764547
530,Cuenca,-78.9833,-2.8833,57.33,57.33,100,4.61,90,1634727299,1634771162
531,Isangel,169.2667,-19.55,76.77,76.77,87,12.97,100,1634753317,1634798777
532,Khorixas,14.9667,-20.3667,61.7,61.7,42,4.65,2,1634790288,1634835862
533,Bilma,12.9164,18.6853,82.18,82.18,16,7.94,0,1634792637,1634834498
534,Show Low,-110.0298,34.2542,57.15,67.71,32,9.22,1,1634736577,1634776784
535,Kamaishi,141.8833,39.2667,50.95,50.95,63,9.86,11,1634762871,1634802366
536,Rawson,-65.1023,-43.3002,69.1,69.1,35,26.42,26,1634721608,1634770190
537,Normandin,-72.5321,48.8333,46.53,46.71,81,8.05,100,1634728699,1634766665
538,Saint-Joseph,55.6167,-21.3667,65.1,70.18,74,7.7,21,1634780483,1634826157
539,Nikel,30.222,69.4128,28.58,28.58,90,23.71,100,1634794431,1634824398
540,Banda Aceh,95.3222,5.5577,78.48,78.48,79,4.21,98,1634772241,1634815344
541,Oussouye,-16.5469,12.485,80.78,82.49,80,5.41,49,1634799410,1634841866
542,Beaufort,115.7455,5.3473,80.76,80.76,89,1.14,95,1634767329,1634810453
543,Half Moon Bay,-122.4286,37.4636,56.71,66.88,82,1.99,90,1634739764,1634779548
544,Umluj,37.2685,25.0213,77.94,77.94,63,12.12,0,1634787117,1634828330
545,Watsa,29.5355,3.0372,63.66,63.66,99,1.3,100,1634787914,1634831244
546,Luena,19.9167,-11.7833,62.31,62.31,92,1.12,97,1634789536,1634834239
547,Nyaunglebin,96.7333,17.95,74.68,74.68,97,2.17,53,1634772480,1634814427
548,Bandarbeyla,50.8122,9.4942,76.23,76.23,85,6.31,35,1634783103,1634825844
549,Nianzishan,122.8833,47.5167,37.87,37.87,52,2.51,99,1634768114,1634806242
550,Broome,-75.833,42.2506,55.18,60.71,69,2.35,55,1634728920,1634768029
551,Corrente,-43.3394,-3.7367,75.25,75.25,87,3.69,64,1634718708,1634762646
552,Derzhavīnsk,66.3167,51.1,42.46,42.46,63,18.68,82,1634782072,1634819434
553,Coahuayana Viejo,-103.6833,18.7333,87.28,87.28,83,3.51,34,1634734209,1634776106
554,Chuka,37.6459,-0.3332,62.94,62.94,87,2.98,100,1634785815,1634829451
555,Lincoln,-96.667,40.8,46.81,50.29,68,4.0,90,1634733814,1634773134
556,Kununurra,128.7333,-15.7667,91.38,91.38,55,4.61,85,1634763234,1634808315
557,Urucará,-57.76,-2.5364,77.86,77.86,80,2.46,88,1634722222,1634766053
558,Sibay,58.6658,52.7181,29.95,29.95,78,15.66,97,1634784096,1634821082
559,Abnūb,31.1511,27.2696,69.08,69.08,58,15.37,19,1634788708,1634829675
560,Katsuura,140.3,35.1333,59.04,64.18,60,10.33,100,1634762970,1634803028
561,Lorengau,147.2712,-2.0226,84.51,84.51,71,7.92,57,1634759432,1634803220
562,Bundaberg,152.35,-24.85,79.09,82.22,58,4.0,75,1634757088,1634803126
563,Iguape,-47.5553,-24.7081,64.94,64.94,81,12.26,90,1634718696,1634764682
564,San Joaquin,-121.3011,37.9333,60.98,71.85,36,0.0,90,1634739525,1634779246
565,Chipinge,32.6236,-20.1883,52.41,52.41,89,3.78,0,1634786062,1634831614
566,Bosaso,49.1816,11.2842,78.39,78.39,49,1.59,78,1634783577,1634826152
567,Manhattan,-73.9662,40.7834,58.68,71.6,54,0.0,1,1634728360,1634767693
568,Marzuq,46.4667,14.4,72.97,72.97,55,1.54,89,1634784375,1634826657
569,Răstoliţa,24.9929,46.9726,46.09,46.09,74,1.34,66,1634791580,1634829758
570,Xingyi,102.817,24.1877,59.68,59.68,98,2.59,96,1634771335,1634812652
571,Madaras,19.2612,46.0587,53.02,53.02,66,7.96,56,1634792873,1634831216
572,Taoudenni,-3.9836,22.6783,74.75,74.75,26,12.71,0,1634796897,1634838349
573,Agde,3.4758,43.3108,63.9,67.86,89,3.0,75,1634796427,1634835238
574,Prince George,-122.753,53.9166,47.64,47.64,87,2.3,1,1634741326,1634778142
575,Corrales,-106.6067,35.2378,60.26,68.38,23,3.0,1,1634735817,1634775901
576,Gilgit,74.3087,35.9221,59.65,59.65,43,1.7,49,1634778869,1634818800
